emission_id,shipment_id,co2_kg,fuel_consumption_l,reduction_vs_road_kg,sustainability_score
696,696,290.51,108.4,116.2,0.63
697,697,65.66,24.5,26.26,0.73
698,698,167.71,62.58,67.08,0.9
699,699,86.7,32.35,34.68,0.86
700,700,143.84,53.67,57.54,0.63
701,701,142.82,53.29,57.13,0.77
702,702,136.12,50.79,54.45,0.95
703,703,171.84,64.12,68.74,0.92
704,704,379.54,141.62,151.82,0.62
705,705,77.96,29.09,31.18,0.88
706,706,101.41,37.84,40.56,0.77
707,707,79.7,29.74,31.88,0.65
708,708,33.23,12.4,13.29,0.61
709,709,156.38,58.35,62.55,0.86
710,710,0.16,0.06,0.06,0.67
711,711,104.63,39.04,41.85,0.7
712,712,187.22,69.86,74.89,0.88
713,713,130.03,48.52,52.01,0.85
714,714,275.66,102.86,110.26,0.83
715,715,209.04,78.0,83.62,0.64
716,716,118.16,44.09,47.26,0.62
717,717,87.56,32.67,35.02,0.69
718,718,59.15,22.07,23.66,0.73
719,719,22.06,8.23,8.82,0.67
720,720,12.14,4.53,4.86,0.93
721,721,475.38,177.38,190.15,0.65
722,722,65.58,24.47,26.23,0.89
723,723,214.88,80.18,85.95,0.73
724,724,186.98,69.77,74.79,0.79
725,725,499.82,186.5,199.93,0.77
726,726,367.27,137.04,146.91,0.78
727,727,229.3,85.56,91.72,0.61
728,728,86.54,32.29,34.62,0.66
729,729,298.9,111.53,119.56,0.81
730,730,69.6,25.97,27.84,0.65
731,731,21.68,8.09,8.67,0.63
732,732,71.21,26.57,28.48,0.8
733,733,26.77,9.99,10.71,0.73
734,734,165.01,61.57,66.0,0.83
735,735,206.82,77.17,82.73,0.74
736,736,162.94,60.8,65.18,0.9
737,737,191.65,71.51,76.66,0.81
738,738,83.27,31.07,33.31,0.61
739,739,77.75,29.01,31.1,0.68
740,740,184.65,68.9,73.86,0.84
741,741,246.53,91.99,98.61,0.65
742,742,485.54,181.17,194.22,0.78
743,743,86.51,32.28,34.6,0.8
744,744,275.91,102.95,110.36,0.87
745,745,246.35,91.92,98.54,0.95
746,746,284.46,106.14,113.78,0.65
747,747,59.23,22.1,23.69,0.77
748,748,7.53,2.81,3.01,0.77
749,749,73.81,27.54,29.52,0.63
750,750,112.13,41.84,44.85,0.72
751,751,195.48,72.94,78.19,0.93
752,752,135.02,50.38,54.01,0.92
753,753,137.06,51.14,54.82,0.73
754,754,119.37,44.54,47.75,0.92
755,755,425.8,158.88,170.32,0.72
756,756,232.14,86.62,92.86,0.81
757,757,244.82,91.35,97.93,0.9
758,758,60.35,22.52,24.14,0.66
759,759,370.08,138.09,148.03,0.85
760,760,198.7,74.14,79.48,0.85
761,761,5.82,2.17,2.33,0.68
762,762,221.88,82.79,88.75,0.85
763,763,168.95,63.04,67.58,0.8
764,764,186.8,69.7,74.72,0.69
765,765,143.51,53.55,57.4,0.8
766,766,58.16,21.7,23.26,0.78
767,767,138.21,51.57,55.28,0.94
768,768,317.63,118.52,127.05,0.92
769,769,163.91,61.16,65.56,0.71
770,770,134.7,50.26,53.88,0.73
771,771,45.88,17.12,18.35,0.79
772,772,285.93,106.69,114.37,0.92
773,773,62.23,23.22,24.89,0.69
774,774,64.35,24.01,25.74,0.75
775,775,91.23,34.04,36.49,0.65
776,776,3.54,1.32,1.42,0.68
777,777,13.53,5.05,5.41,0.83
778,778,382.14,142.59,152.86,0.87
779,779,204.81,76.42,81.92,0.93
780,780,132.79,49.55,53.12,0.9
781,781,744.58,277.83,297.83,0.89
782,782,167.18,62.38,66.87,0.84
783,783,461.07,172.04,184.43,0.9
784,784,292.52,109.15,117.01,0.89
785,785,206.68,77.12,82.67,0.66
786,786,411.51,153.55,164.6,0.71
787,787,225.31,84.07,90.12,0.86
788,788,326.16,121.7,130.46,0.81
789,789,137.54,51.32,55.02,0.73
790,790,75.63,28.22,30.25,0.61
791,791,117.04,43.67,46.82,0.91
792,792,38.46,14.35,15.38,0.81
793,793,26.32,9.82,10.53,0.85
794,794,435.93,162.66,174.37,0.87
795,795,161.07,60.1,64.43,0.77
796,796,50.44,18.82,20.18,0.9
797,797,31.89,11.9,12.76,0.67
798,798,204.7,76.38,81.88,0.85
799,799,116.39,43.43,46.56,0.75
800,800,367.51,137.13,147.0,0.75
801,801,266.1,99.29,106.44,0.82
802,802,91.01,33.96,36.4,0.71
803,803,61.51,22.95,24.6,0.7
804,804,253.9,94.74,101.56,0.82
805,805,238.6,89.03,95.44,0.77
806,806,90.29,33.69,36.12,0.85
807,807,248.19,92.61,99.28,0.71
808,808,26.29,9.81,10.52,0.67
809,809,215.87,80.55,86.35,0.83
810,810,134.38,50.14,53.75,0.61
811,811,47.09,17.57,18.84,0.75
812,812,45.83,17.1,18.33,0.64
813,813,70.46,26.29,28.18,0.88
814,814,84.77,31.63,33.91,0.78
815,815,201.35,75.13,80.54,0.92
816,816,99.13,36.99,39.65,0.62
817,817,0.4,0.15,0.16,0.75
818,818,308.17,114.99,123.27,0.89
819,819,165.97,61.93,66.39,0.81
820,820,143.97,53.72,57.59,0.9
821,821,21.68,8.09,8.67,0.63
822,822,151.1,56.38,60.44,0.79
823,823,283.12,105.64,113.25,0.93
824,824,20.48,7.64,8.19,0.61
825,825,137.99,51.49,55.2,0.86
826,826,312.22,116.5,124.89,0.88
827,827,96.21,35.9,38.48,0.74
828,828,52.55,19.61,21.02,0.69
829,829,265.8,99.18,106.32,0.66
830,830,339.18,126.56,135.67,0.87
831,831,75.68,28.24,30.27,0.74
832,832,133.49,49.81,53.4,0.83
833,833,30.18,11.26,12.07,0.61
834,834,0.24,0.09,0.1,0.62
835,835,195.88,73.09,78.35,0.84
836,836,262.56,97.97,105.02,0.68
837,837,114.95,42.89,45.98,0.65
838,838,231.69,86.45,92.68,0.72
839,839,86.83,32.4,34.73,0.93
840,840,139.47,52.04,55.79,0.74
841,841,68.8,25.67,27.52,0.8
842,842,41.51,15.49,16.6,0.83
843,843,183.45,68.45,73.38,0.78
844,844,197.89,73.84,79.16,0.88
845,845,122.8,45.82,49.12,0.9
846,846,22.16,8.27,8.86,0.82
847,847,166.29,62.05,66.52,0.87
848,848,64.48,24.06,25.79,0.85
849,849,61.88,23.09,24.75,0.65
850,850,208.8,77.91,83.52,0.78
851,851,473.66,176.74,189.46,0.76
852,852,55.07,20.55,22.03,0.65
853,853,15.38,5.74,6.15,0.64
854,854,112.13,41.84,44.85,0.62
855,855,267.12,99.67,106.85,0.62
856,856,162.73,60.72,65.09,0.63
857,857,272.48,101.67,108.99,0.76
858,858,66.49,24.81,26.6,0.67
859,859,146.6,54.7,58.64,0.87
860,860,77.24,28.82,30.9,0.64
861,861,566.66,211.44,226.66,0.77
862,862,66.79,24.92,26.72,0.81
863,863,118.94,44.38,47.58,0.65
864,864,148.79,55.52,59.52,0.66
865,865,65.9,24.59,26.36,0.68
866,866,170.39,63.58,68.16,0.77
867,867,264.6,98.73,105.84,0.69
868,868,871.7,325.26,348.68,0.94
869,869,106.05,39.57,42.42,0.82
870,870,123.52,46.09,49.41,0.77
871,871,133.28,49.73,53.31,0.61
872,872,539.75,201.4,215.9,0.95
873,873,2.52,0.94,1.01,0.78
874,874,102.13,38.11,40.85,0.84
875,875,65.63,24.49,26.25,0.77
876,876,140.08,52.27,56.03,0.91
877,877,125.13,46.69,50.05,0.92
878,878,65.66,24.5,26.26,0.79
879,879,369.6,137.91,147.84,0.87
880,880,374.66,139.8,149.86,0.77
881,881,209.42,78.14,83.77,0.75
882,882,201.64,75.24,80.66,0.72
883,883,236.97,88.42,94.79,0.68
884,884,20.96,7.82,8.38,0.81
885,885,229.65,85.69,91.86,0.77
886,886,95.7,35.71,38.28,0.64
887,887,184.65,68.9,73.86,0.76
888,888,353.73,131.99,141.49,0.75
889,889,264.33,98.63,105.73,0.78
890,890,149.6,55.82,59.84,0.67
891,891,241.04,89.94,96.42,0.8
892,892,257.95,96.25,103.18,0.62
893,893,137.32,51.24,54.93,0.9
894,894,605.01,225.75,242.0,0.75
895,895,212.77,79.39,85.11,0.82
896,896,328.92,122.73,131.57,0.66
897,897,121.59,45.37,48.64,0.79
898,898,78.44,29.27,31.38,0.62
899,899,95.35,35.58,38.14,0.76
900,900,120.33,44.9,48.13,0.75
901,901,124.75,46.55,49.9,0.89
902,902,281.02,104.86,112.41,0.95
903,903,331.81,123.81,132.72,0.93
904,904,55.66,20.77,22.26,0.76
905,905,160.18,59.77,64.07,0.76
906,906,91.36,34.09,36.54,0.74
907,907,198.16,73.94,79.26,0.95
908,908,104.39,38.95,41.76,0.92
909,909,63.57,23.72,25.43,0.9
910,910,65.53,24.45,26.21,0.92
911,911,147.24,54.94,58.9,0.77
912,912,327.47,122.19,130.99,0.64
913,913,296.7,110.71,118.68,0.79
914,914,119.31,44.52,47.72,0.89
915,915,118.35,44.16,47.34,0.6
916,916,221.13,82.51,88.45,0.67
917,917,31.28,11.67,12.51,0.64
918,918,181.22,67.62,72.49,0.73
919,919,272.37,101.63,108.95,0.82
920,920,188.54,70.35,75.42,0.78
921,921,0.19,0.07,0.08,0.72
922,922,248.62,92.77,99.45,0.92
923,923,309.73,115.57,123.89,0.81
924,924,308.79,115.22,123.52,0.74
925,925,515.77,192.45,206.31,0.66
926,926,409.5,152.8,163.8,0.94
927,927,34.14,12.74,13.66,0.61
928,928,102.91,38.4,41.16,0.9
929,929,260.63,97.25,104.25,0.85
930,930,145.71,54.37,58.28,0.91
931,931,377.96,141.03,151.18,0.84
932,932,147.11,54.89,58.84,0.81
933,933,98.87,36.89,39.55,0.86
934,934,1.69,0.63,0.68,0.67
935,935,170.64,63.67,68.26,0.73
936,936,6.83,2.55,2.73,0.89
937,937,68.42,25.53,27.37,0.67
938,938,94.23,35.16,37.69,0.86
939,939,100.74,37.59,40.3,0.94
940,940,74.56,27.82,29.82,0.75
941,941,5.52,2.06,2.21,0.66
942,942,266.69,99.51,106.68,0.71
943,943,108.92,40.64,43.57,0.62
944,944,109.75,40.95,43.9,0.67
945,945,173.61,64.78,69.44,0.61
946,946,388.87,145.1,155.55,0.71
947,947,63.62,23.74,25.45,0.6
948,948,74.93,27.96,29.97,0.71
949,949,182.78,68.2,73.11,0.89
950,950,349.9,130.56,139.96,0.75
951,951,152.47,56.89,60.99,0.87
952,952,98.25,36.66,39.3,0.81
953,953,41.65,15.54,16.66,0.78
954,954,99.48,37.12,39.79,0.71
955,955,265.4,99.03,106.16,0.94
956,956,126.2,47.09,50.48,0.68
957,957,165.44,61.73,66.18,0.66
958,958,139.95,52.22,55.98,0.71
959,959,386.27,144.13,154.51,0.81
960,960,256.66,95.77,102.66,0.68
961,961,37.87,14.13,15.15,0.78
962,962,144.48,53.91,57.79,0.65
963,963,575.4,214.7,230.16,0.9
964,964,67.32,25.12,26.93,0.89
965,965,6.38,2.38,2.55,0.89
966,966,193.44,72.18,77.38,0.74
967,967,77.96,29.09,31.18,0.8
968,968,452.06,168.68,180.82,0.82
969,969,222.55,83.04,89.02,0.83
970,970,41.62,15.53,16.65,0.67
971,971,262.08,97.79,104.83,0.61
972,972,223.08,83.24,89.23,0.82
973,973,220.38,82.23,88.15,0.9
974,974,10.59,3.95,4.24,0.75
975,975,47.76,17.82,19.1,0.82
976,976,284.32,106.09,113.73,0.77
977,977,64.59,24.1,25.84,0.89
978,978,243.85,90.99,97.54,0.78
979,979,428.96,160.06,171.58,0.69
980,980,224.4,83.73,89.76,0.75
981,981,436.3,162.8,174.52,0.85
982,982,30.47,11.37,12.19,0.61
983,983,547.82,204.41,219.13,0.85
984,984,135.26,50.47,54.1,0.65
985,985,219.55,81.92,87.82,0.75
986,986,147.48,55.03,58.99,0.86
987,987,120.47,44.95,48.19,0.82
988,988,94.71,35.34,37.88,0.69
989,989,139.31,51.98,55.72,0.8
990,990,405.75,151.4,162.3,0.75
991,991,96.29,35.93,38.52,0.88
992,992,111.46,41.59,44.58,0.7
993,993,24.87,9.28,9.95,0.63
994,994,14.26,5.32,5.7,0.72
995,995,216.6,80.82,86.64,0.93
996,996,604.69,225.63,241.88,0.9
997,997,37.04,13.82,14.82,0.91
998,998,68.45,25.54,27.38,0.73
999,999,42.32,15.79,16.93,0.93
1000,1000,59.34,22.14,23.74,0.61
1001,1001,52.82,19.71,21.13,0.82
1002,1002,266.93,99.6,106.77,0.89
1003,1003,0.24,0.09,0.1,0.89
1004,1004,74.72,27.88,29.89,0.84
1005,1005,460.08,171.67,184.03,0.78
1006,1006,208.48,77.79,83.39,0.74
1007,1007,107.47,40.1,42.99,0.74
1008,1008,80.32,29.97,32.13,0.64
1009,1009,291.83,108.89,116.73,0.74
1010,1010,273.39,102.01,109.36,0.67
1011,1011,214.64,80.09,85.86,0.62
1012,1012,82.57,30.81,33.03,0.94
1013,1013,287.91,107.43,115.16,0.94
1014,1014,189.88,70.85,75.95,0.8
1015,1015,7.69,2.87,3.08,0.74
1016,1016,472.22,176.2,188.89,0.94
1017,1017,134.64,50.24,53.86,0.91
1018,1018,308.33,115.05,123.33,0.85
1019,1019,476.42,177.77,190.57,0.65
1020,1020,213.3,79.59,85.32,0.89
1021,1021,104.87,39.13,41.95,0.78
1022,1022,370.83,138.37,148.33,0.6
1023,1023,294.32,109.82,117.73,0.76
1024,1024,85.14,31.77,34.06,0.79
1025,1025,160.72,59.97,64.29,0.8
1026,1026,389.4,145.3,155.76,0.95
1027,1027,747.61,278.96,299.04,0.69
1028,1028,79.01,29.48,31.6,0.76
1029,1029,67.03,25.01,26.81,0.83
1030,1030,46.74,17.44,18.7,0.8
1031,1031,237.9,88.77,95.16,0.7
1032,1032,151.66,56.59,60.66,0.86
1033,1033,156.43,58.37,62.57,0.86
1034,1034,180.07,67.19,72.03,0.69
1035,1035,372.47,138.98,148.99,0.65
1036,1036,210.84,78.67,84.34,0.77
1037,1037,271.43,101.28,108.57,0.73
1038,1038,313.24,116.88,125.3,0.88
1039,1039,13.13,4.9,5.25,0.86
1040,1040,16.24,6.06,6.5,0.79
1041,1041,131.72,49.15,52.69,0.73
1042,1042,195.91,73.1,78.36,0.77
1043,1043,153.4,57.24,61.36,0.75
1044,1044,266.55,99.46,106.62,0.72
1045,1045,188.46,70.32,75.38,0.71
1046,1046,245.3,91.53,98.12,0.64
1047,1047,19.62,7.32,7.85,0.91
1048,1048,36.1,13.47,14.44,0.61
1049,1049,148.95,55.58,59.58,0.95
1050,1050,230.72,86.09,92.29,0.65
1051,1051,187.95,70.13,75.18,0.84
1052,1052,86.59,32.31,34.64,0.79
1053,1053,53.98,20.14,21.59,0.93
1054,1054,241.2,90.0,96.48,0.81
1055,1055,519.68,193.91,207.87,0.66
1056,1056,22.97,8.57,9.19,0.81
1057,1057,187.52,69.97,75.01,0.68
1058,1058,152.55,56.92,61.02,0.77
1059,1059,41.46,15.47,16.58,0.87
1060,1060,152.6,56.94,61.04,0.62
1061,1061,9.41,3.51,3.76,0.77
1062,1062,134.13,50.05,53.65,0.6
1063,1063,93.83,35.01,37.53,0.93
1064,1064,153.83,57.4,61.53,0.77
1065,1065,419.29,156.45,167.72,0.92
1066,1066,101.63,37.92,40.65,0.61
1067,1067,41.97,15.66,16.79,0.74
1068,1068,45.05,16.81,18.02,0.83
1069,1069,104.71,39.07,41.88,0.69
1070,1070,200.68,74.88,80.27,0.69
1071,1071,221.29,82.57,88.52,0.93
1072,1072,134.24,50.09,53.7,0.81
1073,1073,0.27,0.1,0.11,0.75
1074,1074,113.31,42.28,45.32,0.83
1075,1075,328.35,122.52,131.34,0.71
1076,1076,264.03,98.52,105.61,0.94
1077,1077,66.04,24.64,26.42,0.73
1078,1078,331.11,123.55,132.44,0.66
1079,1079,175.25,65.39,70.1,0.78
1080,1080,84.1,31.38,33.64,0.91
1081,1081,26.34,9.83,10.54,0.72
1082,1082,0.88,0.33,0.35,0.85
1083,1083,427.41,159.48,170.96,0.65
1084,1084,168.81,62.99,67.52,0.76
1085,1085,58.37,21.78,23.35,0.64
1086,1086,521.37,194.54,208.55,0.7
1087,1087,345.59,128.95,138.24,0.81
1088,1088,299.57,111.78,119.83,0.67
1089,1089,351.51,131.16,140.6,0.76
1090,1090,310.08,115.7,124.03,0.85
1091,1091,58.05,21.66,23.22,0.64
1092,1092,239.38,89.32,95.75,0.62
1093,1093,94.9,35.41,37.96,0.74
1094,1094,77.0,28.73,30.8,0.71
1095,1095,231.63,86.43,92.65,0.9
1096,1096,49.82,18.59,19.93,0.91
1097,1097,185.13,69.08,74.05,0.62
1098,1098,72.65,27.11,29.06,0.7
1099,1099,683.8,255.15,273.52,0.7
1100,1100,202.98,75.74,81.19,0.82
1101,1101,216.41,80.75,86.56,0.65
1102,1102,121.81,45.45,48.72,0.8
1103,1103,290.22,108.29,116.09,0.68
1104,1104,162.43,60.61,64.97,0.69
1105,1105,171.23,63.89,68.49,0.89
1106,1106,119.5,44.59,47.8,0.72
1107,1107,457.4,170.67,182.96,0.82
1108,1108,83.72,31.24,33.49,0.95
1109,1109,490.39,182.98,196.16,0.92
1110,1110,25.78,9.62,10.31,0.76
1111,1111,214.43,80.01,85.77,0.69
1112,1112,168.36,62.82,67.34,0.68
1113,1113,75.47,28.16,30.19,0.82
1114,1114,190.28,71.0,76.11,0.75
1115,1115,434.29,162.05,173.72,0.77
1116,1116,179.99,67.16,72.0,0.88
1117,1117,180.26,67.26,72.1,0.88
1118,1118,85.81,32.02,34.32,0.83
1119,1119,97.82,36.5,39.13,0.75
1120,1120,66.6,24.85,26.64,0.8
1121,1121,40.17,14.99,16.07,0.78
1122,1122,89.94,33.56,35.98,0.87
1123,1123,550.9,205.56,220.36,0.65
1124,1124,62.6,23.36,25.04,0.73
1125,1125,171.79,64.1,68.72,0.87
1126,1126,9.86,3.68,3.94,0.79
1127,1127,42.77,15.96,17.11,0.65
1128,1128,69.09,25.78,27.64,0.62
1129,1129,539.08,201.15,215.63,0.84
1130,1130,167.61,62.54,67.04,0.65
1131,1131,198.59,74.1,79.44,0.87
1132,1132,293.22,109.41,117.29,0.8
1133,1133,21.28,7.94,8.51,0.63
1134,1134,141.66,52.86,56.66,0.87
1135,1135,73.83,27.55,29.53,0.67
1136,1136,232.25,86.66,92.9,0.7
1137,1137,26.4,9.85,10.56,0.93
1138,1138,202.1,75.41,80.84,0.64
1139,1139,213.86,79.8,85.54,0.75
1140,1140,81.04,30.24,32.42,0.74
1141,1141,309.57,115.51,123.83,0.77
1142,1142,153.83,57.4,61.53,0.67
1143,1143,411.92,153.7,164.77,0.69
1144,1144,176.83,65.98,70.73,0.92
1145,1145,145.44,54.27,58.18,0.72
1146,1146,33.9,12.65,13.56,0.76
1147,1147,265.24,98.97,106.1,0.61
1148,1148,159.97,59.69,63.99,0.66
1149,1149,66.04,24.64,26.42,0.9
1150,1150,39.42,14.71,15.77,0.92
1151,1151,183.85,68.6,73.54,0.92
1152,1152,47.57,17.75,19.03,0.83
1153,1153,76.27,28.46,30.51,0.86
1154,1154,79.03,29.49,31.61,0.66
1155,1155,100.82,37.62,40.33,0.87
1156,1156,340.23,126.95,136.09,0.93
1157,1157,7.21,2.69,2.88,0.66
1158,1158,223.57,83.42,89.43,0.68
1159,1159,494.67,184.58,197.87,0.93
1160,1160,56.76,21.18,22.7,0.62
1161,1161,134.13,50.05,53.65,0.75
1162,1162,80.88,30.18,32.35,0.76
1163,1163,63.03,23.52,25.21,0.71
1164,1164,136.06,50.77,54.42,0.7
1165,1165,234.63,87.55,93.85,0.85
1166,1166,694.74,259.23,277.9,0.91
1167,1167,334.52,124.82,133.81,0.69
1168,1168,90.8,33.88,36.32,0.8
1169,1169,216.62,80.83,86.65,0.66
1170,1170,106.4,39.7,42.56,0.61
1171,1171,186.34,69.53,74.54,0.62
1172,1172,24.15,9.01,9.66,0.78
1173,1173,0.24,0.09,0.1,0.72
1174,1174,142.58,53.2,57.03,0.9
1175,1175,257.6,96.12,103.04,0.73
1176,1176,33.29,12.42,13.32,0.81
1177,1177,11.42,4.26,4.57,0.66
1178,1178,191.38,71.41,76.55,0.71
1179,1179,218.47,81.52,87.39,0.74
1180,1180,81.47,30.4,32.59,0.8
1181,1181,111.38,41.56,44.55,0.77
1182,1182,83.96,31.33,33.58,0.68
1183,1183,76.7,28.62,30.68,0.63
1184,1184,49.15,18.34,19.66,0.82
1185,1185,306.35,114.31,122.54,0.9
1186,1186,50.87,18.98,20.35,0.69
1187,1187,267.01,99.63,106.8,0.61
1188,1188,55.23,20.61,22.09,0.77
1189,1189,240.48,89.73,96.19,0.69
1190,1190,118.08,44.06,47.23,0.79
1191,1191,49.34,18.41,19.74,0.67
1192,1192,537.05,200.39,214.82,0.83
1193,1193,115.7,43.17,46.28,0.94
1194,1194,60.11,22.43,24.04,0.83
1195,1195,338.56,126.33,135.42,0.71
1196,1196,37.65,14.05,15.06,0.91
1197,1197,168.46,62.86,67.38,0.89
1198,1198,99.37,37.08,39.75,0.75
1199,1199,263.34,98.26,105.34,0.9
1200,1200,361.26,134.8,144.5,0.8
1201,1201,146.81,54.78,58.72,0.81
1202,1202,182.27,68.01,72.91,0.75
1203,1203,31.89,11.9,12.76,0.9
1204,1204,44.81,16.72,17.92,0.81
1205,1205,173.1,64.59,69.24,0.63
1206,1206,358.16,133.64,143.26,0.77
1207,1207,0.35,0.13,0.14,0.76
1208,1208,119.26,44.5,47.7,0.87
1209,1209,118.78,44.32,47.51,0.94
1210,1210,144.93,54.08,57.97,0.74
1211,1211,11.55,4.31,4.62,0.81
1212,1212,94.9,35.41,37.96,0.87
1213,1213,447.13,166.84,178.85,0.89
1214,1214,162.25,60.54,64.9,0.78
1215,1215,80.88,30.18,32.35,0.79
1216,1216,117.12,43.7,46.85,0.68
1217,1217,50.14,18.71,20.06,0.95
1218,1218,34.46,12.86,13.78,0.68
1219,1219,48.59,18.13,19.44,0.7
1220,1220,226.59,84.55,90.64,0.74
1221,1221,138.85,51.81,55.54,0.72
1222,1222,121.19,45.22,48.48,0.8
1223,1223,235.55,87.89,94.22,0.93
1224,1224,27.68,10.33,11.07,0.62
1225,1225,56.95,21.25,22.78,0.73
1226,1226,173.85,64.87,69.54,0.76
1227,1227,679.25,253.45,271.7,0.75
1228,1228,124.7,46.53,49.88,0.66
1229,1229,267.44,99.79,106.98,0.95
1230,1230,203.39,75.89,81.36,0.7
1231,1231,93.37,34.84,37.35,0.89
1232,1232,32.56,12.15,13.02,0.72
1233,1233,58.58,21.86,23.43,0.6
1234,1234,50.65,18.9,20.26,0.65
1235,1235,166.88,62.27,66.75,0.77
1236,1236,77.45,28.9,30.98,0.78
1237,1237,424.59,158.43,169.84,0.68
1238,1238,108.03,40.31,43.21,0.69
1239,1239,71.77,26.78,28.71,0.87
1240,1240,18.79,7.01,7.52,0.74
1241,1241,14.87,5.55,5.95,0.93
1242,1242,105.46,39.35,42.18,0.78
1243,1243,99.8,37.24,39.92,0.73
1244,1244,203.01,75.75,81.2,0.75
1245,1245,157.21,58.66,62.88,0.9
1246,1246,57.06,21.29,22.82,0.63
1247,1247,292.63,109.19,117.05,0.81
1248,1248,262.91,98.1,105.16,0.8
1249,1249,267.84,99.94,107.14,0.91
1250,1250,215.18,80.29,86.07,0.75
1251,1251,184.3,68.77,73.72,0.88
1252,1252,147.78,55.14,59.11,0.86
1253,1253,229.62,85.68,91.85,0.84
1254,1254,445.82,166.35,178.33,0.75
1255,1255,33.34,12.44,13.34,0.94
1256,1256,164.9,61.53,65.96,0.79
1257,1257,280.3,104.59,112.12,0.62
1258,1258,61.93,23.11,24.77,0.77
1259,1259,45.0,16.79,18.0,0.8
1260,1260,218.5,81.53,87.4,0.77
1261,1261,82.06,30.62,32.82,0.89
1262,1262,14.66,5.47,5.86,0.65
1263,1263,370.62,138.29,148.25,0.86
1264,1264,469.54,175.2,187.82,0.62
1265,1265,83.0,30.97,33.2,0.89
1266,1266,131.88,49.21,52.75,0.67
1267,1267,122.66,45.77,49.06,0.72
1268,1268,109.42,40.83,43.77,0.93
1269,1269,74.88,27.94,29.95,0.8
1270,1270,117.17,43.72,46.87,0.69
1271,1271,91.33,34.08,36.53,0.73
1272,1272,200.12,74.67,80.05,0.88
1273,1273,30.5,11.38,12.2,0.69
1274,1274,162.35,60.58,64.94,0.77
1275,1275,83.19,31.04,33.28,0.73
1276,1276,104.6,39.03,41.84,0.72
1277,1277,292.09,108.99,116.84,0.68
1278,1278,536.29,200.11,214.52,0.63
1279,1279,248.06,92.56,99.22,0.67
1280,1280,260.47,97.19,104.19,0.72
1281,1281,240.37,89.69,96.15,0.63
1282,1282,48.27,18.01,19.31,0.95
1283,1283,128.21,47.84,51.28,0.72
1284,1284,193.52,72.21,77.41,0.72
1285,1285,103.58,38.65,41.43,0.92
1286,1286,6.91,2.58,2.76,0.66
1287,1287,255.81,95.45,102.32,0.63
1288,1288,120.55,44.98,48.22,0.72
1289,1289,84.93,31.69,33.97,0.91
1290,1290,84.04,31.36,33.62,0.74
1291,1291,95.81,35.75,38.32,0.79
1292,1292,299.92,111.91,119.97,0.95
1293,1293,52.45,19.57,20.98,0.73
1294,1294,52.72,19.67,21.09,0.88
1295,1295,1.72,0.64,0.69,0.84
1296,1296,249.94,93.26,99.98,0.92
1297,1297,301.82,112.62,120.73,0.78
1298,1298,112.4,41.94,44.96,0.89
1299,1299,164.44,61.36,65.78,0.73
1300,1300,1.45,0.54,0.58,0.81
1301,1301,108.33,40.42,43.33,0.62
1302,1302,54.32,20.27,21.73,0.76
1303,1303,163.91,61.16,65.56,0.76
1304,1304,63.36,23.64,25.34,0.91
1305,1305,111.43,41.58,44.57,0.66
1306,1306,176.24,65.76,70.5,0.63
1307,1307,41.65,15.54,16.66,0.76
1308,1308,339.13,126.54,135.65,0.64
1309,1309,160.4,59.85,64.16,0.95
1310,1310,368.29,137.42,147.32,0.8
1311,1311,129.36,48.27,51.74,0.65
1312,1312,295.09,110.11,118.04,0.93
1313,1313,622.78,232.38,249.11,0.68
1314,1314,231.04,86.21,92.42,0.72
1315,1315,29.91,11.16,11.96,0.88
1316,1316,85.25,31.81,34.1,0.87
1317,1317,4.02,1.5,1.61,0.71
1318,1318,328.22,122.47,131.29,0.62
1319,1319,346.93,129.45,138.77,0.89
1320,1320,511.02,190.68,204.41,0.8
1321,1321,310.88,116.0,124.35,0.67
1322,1322,127.78,47.68,51.11,0.62
1323,1323,94.36,35.21,37.74,0.73
1324,1324,46.79,17.46,18.72,0.63
1325,1325,40.41,15.08,16.16,0.68
1326,1326,144.93,54.08,57.97,0.86
1327,1327,242.46,90.47,96.98,0.62
1328,1328,35.67,13.31,14.27,0.64
1329,1329,713.34,266.17,285.34,0.86
1330,1330,47.97,17.9,19.19,0.92
1331,1331,210.81,78.66,84.32,0.83
1332,1332,121.97,45.51,48.79,0.94
1333,1333,4.4,1.64,1.76,0.9
1334,1334,146.52,54.67,58.61,0.7
1335,1335,157.32,58.7,62.93,0.83
1336,1336,127.43,47.55,50.97,0.68
1337,1337,168.87,63.01,67.55,0.76
1338,1338,65.39,24.4,26.16,0.67
1339,1339,385.25,143.75,154.1,0.83
1340,1340,1.74,0.65,0.7,0.82
1341,1341,47.62,17.77,19.05,0.84
1342,1342,228.09,85.11,91.24,0.89
1343,1343,32.86,12.26,13.14,0.63
1344,1344,87.9,32.8,35.16,0.8
1345,1345,113.02,42.17,45.21,0.8
1346,1346,1.45,0.54,0.58,0.89
1347,1347,153.19,57.16,61.28,0.78
1348,1348,693.4,258.73,277.36,0.79
1349,1349,97.31,36.31,38.92,0.64
1350,1350,161.12,60.12,64.45,0.63
1351,1351,240.29,89.66,96.12,0.93
1352,1352,262.91,98.1,105.16,0.66
1353,1353,296.52,110.64,118.61,0.81
1354,1354,255.43,95.31,102.17,0.84
1355,1355,109.59,40.89,43.84,0.91
1356,1356,136.33,50.87,54.53,0.8
