port_operation_id,port_id,vessel_id,arrival_time,departure_time,waiting_hours,turnaround_hours,congestion_level,cargo_handled_tons
356,3,VSL-4043,2025-02-02,2025-02-02,3.6,6.82,2,60.56
357,12,VSL-3733,2025-12-14,2025-12-14,0.01,11.75,2,42.76
358,5,VSL-6882,2024-07-11,2024-07-11,0.61,7.79,4,48.61
359,9,VSL-9109,2024-07-21,2024-07-21,0.47,42.66,1,48.22
360,12,VSL-1505,2025-03-02,2025-03-02,4.94,10.97,5,50.6
361,6,VSL-9115,2024-10-09,2024-10-09,0.76,31.61,1,51.97
362,10,VSL-7010,2025-08-10,2025-08-10,2.16,7.17,1,47.39
363,1,VSL-5055,2025-07-14,2025-07-14,4.86,23.94,4,45.19
364,1,VSL-2923,2024-09-29,2024-09-29,1.16,9.59,4,42.5
365,5,VSL-3719,2025-12-11,2025-12-11,1.49,30.68,5,42.78
366,3,VSL-9827,2024-08-02,2024-08-02,1.22,43.28,4,73.19
367,7,VSL-2560,2024-10-24,2024-10-24,0.23,13.76,5,61.86
368,8,VSL-5090,2024-10-11,2024-10-11,0.94,31.59,4,43.81
369,7,VSL-5402,2026-02-19,2026-02-19,1.1,41.74,5,16.6
370,7,VSL-7600,2025-04-13,2025-04-13,0.48,16.07,4,85.29
371,5,VSL-2526,2025-04-15,2025-04-15,4.44,25.66,5,25.17
372,8,VSL-4470,2024-03-06,2024-03-06,2.11,21.78,5,33.67
373,5,VSL-8951,2024-10-18,2024-10-18,0.94,12.08,5,24.39
374,12,VSL-3035,2024-02-19,2024-02-19,4.37,40.71,1,85.1
375,9,VSL-3161,2024-01-02,2024-01-02,1.54,7.63,5,54.22
376,5,VSL-3711,2024-10-08,2024-10-08,0.51,14.04,3,48.07
377,8,VSL-2559,2026-01-19,2026-01-19,1.54,12.63,4,69.44
378,5,VSL-1152,2024-03-24,2024-03-24,1.13,14.18,2,49.38
379,7,VSL-2463,2025-03-09,2025-03-09,0.67,18.66,1,93.1
380,2,VSL-3181,2024-11-17,2024-11-17,0.52,17.05,2,63.45
381,12,VSL-8210,2024-03-12,2024-03-12,0.34,38.48,2,24.23
382,4,VSL-2646,2025-02-26,2025-02-26,7.2,38.84,1,52.02
383,2,VSL-3290,2026-01-18,2026-01-18,0.91,37.77,4,17.41
384,6,VSL-1439,2024-09-13,2024-09-13,0.13,20.85,1,61.04
385,5,VSL-1894,2025-06-17,2025-06-17,1.01,6.54,3,40.62
386,9,VSL-1197,2024-04-26,2024-04-26,6.0,25.51,3,60.54
387,7,VSL-3830,2025-02-01,2025-02-01,8.82,17.72,5,82.41
388,2,VSL-1990,2025-08-27,2025-08-27,7.72,31.75,1,81.41
389,10,VSL-7590,2025-10-06,2025-10-06,1.08,40.96,2,46.84
390,12,VSL-9377,2025-07-05,2025-07-05,1.56,40.72,3,66.13
391,3,VSL-2083,2024-12-02,2024-12-02,1.41,23.58,2,43.04
392,8,VSL-1901,2024-03-01,2024-03-01,1.87,37.77,4,53.97
393,12,VSL-9133,2024-05-03,2024-05-03,0.1,22.93,2,31.54
394,10,VSL-5403,2026-03-15,2026-03-15,0.37,45.89,3,22.97
395,2,VSL-2262,2024-12-10,2024-12-10,7.15,44.21,2,31.01
396,9,VSL-3577,2025-01-06,2025-01-06,1.44,37.75,3,102.65
397,2,VSL-1721,2025-11-29,2025-11-29,5.11,42.61,5,32.83
398,5,VSL-1579,2025-04-29,2025-04-29,1.53,12.25,1,64.01
399,12,VSL-5444,2024-08-18,2024-08-18,4.81,40.46,2,38.49
400,11,VSL-9450,2024-05-04,2024-05-04,1.03,25.5,5,52.44
401,8,VSL-2415,2025-04-23,2025-04-23,9.06,31.26,5,72.99
402,8,VSL-4974,2025-01-13,2025-01-13,0.37,12.87,1,35.94
403,6,VSL-9954,2025-05-21,2025-05-21,0.13,30.69,4,49.3
404,3,VSL-1157,2025-02-26,2025-02-26,0.05,40.31,4,85.42
405,1,VSL-4902,2026-01-26,2026-01-26,0.77,20.38,5,64.16
406,9,VSL-9515,2024-05-29,2024-05-29,2.86,10.44,3,38.75
407,6,VSL-7461,2026-02-05,2026-02-05,1.5,21.54,5,14.74
408,11,VSL-5276,2024-03-05,2024-03-05,0.21,18.49,3,72.88
409,8,VSL-3230,2024-11-28,2024-11-28,1.98,33.85,5,23.61
410,2,VSL-9780,2024-04-24,2024-04-24,0.27,45.42,3,45.48
411,4,VSL-5984,2024-11-14,2024-11-14,0.41,33.85,5,61.2
412,10,VSL-5066,2024-08-11,2024-08-11,0.79,35.51,5,71.62
413,8,VSL-1509,2024-02-25,2024-02-25,3.36,9.39,1,48.6
414,9,VSL-3290,2026-02-18,2026-02-18,3.19,11.08,4,16.78
415,1,VSL-7098,2026-03-18,2026-03-18,1.46,20.2,3,66.37
416,12,VSL-2056,2025-08-22,2025-08-22,0.73,12.39,3,52.68
417,12,VSL-3007,2024-05-12,2024-05-12,2.26,18.71,1,49.21
418,9,VSL-9128,2024-06-26,2024-06-26,1.41,6.64,2,63.63
419,8,VSL-8307,2024-06-26,2024-06-26,1.85,34.44,3,21.9
420,1,VSL-8848,2025-09-27,2025-09-27,0.13,28.37,2,60.02
421,3,VSL-9614,2025-01-28,2025-01-28,2.51,11.95,5,29.15
422,12,VSL-8859,2026-03-25,2026-03-25,0.09,14.13,3,75.56
423,8,VSL-6224,2025-08-03,2025-08-03,0.87,23.92,5,78.94
424,4,VSL-6856,2026-03-09,2026-03-09,0.15,47.13,2,53.93
425,4,VSL-1916,2024-04-14,2024-04-14,2.34,11.62,4,55.34
426,11,VSL-4875,2024-12-30,2024-12-30,3.19,19.44,2,67.79
427,6,VSL-3328,2025-08-29,2025-08-29,0.94,9.04,2,51.65
428,4,VSL-4811,2025-07-13,2025-07-13,1.1,9.27,2,71.31
429,4,VSL-3137,2025-07-11,2025-07-11,2.28,20.42,3,74.46
430,3,VSL-2817,2024-03-02,2024-03-02,0.7,33.23,5,36.33
431,6,VSL-6514,2025-01-19,2025-01-19,2.33,32.83,1,41.09
432,7,VSL-8982,2024-06-11,2024-06-11,3.11,32.81,2,79.07
433,6,VSL-6846,2025-12-29,2025-12-29,5.8,29.78,2,41.6
434,12,VSL-3911,2024-06-29,2024-06-29,4.32,46.37,3,44.36
435,1,VSL-3983,2025-02-05,2025-02-05,0.36,34.43,3,11.33
436,6,VSL-6425,2024-08-17,2024-08-17,2.14,42.52,5,25.85
437,2,VSL-2453,2024-12-22,2024-12-22,0.82,22.55,1,46.69
438,11,VSL-6742,2025-04-10,2025-04-10,0.1,38.18,4,33.49
439,2,VSL-7783,2024-02-20,2024-02-20,0.62,45.02,4,27.55
440,7,VSL-4695,2025-07-14,2025-07-14,2.18,19.97,5,57.65
441,9,VSL-2715,2026-04-06,2026-04-06,3.41,40.33,5,73.34
442,7,VSL-2525,2025-01-21,2025-01-21,0.35,28.76,2,82.42
443,11,VSL-8113,2025-05-10,2025-05-10,0.02,20.45,1,37.54
444,1,VSL-9849,2024-12-09,2024-12-09,2.37,19.86,3,38.89
445,12,VSL-9043,2024-11-01,2024-11-01,0.29,30.25,3,78.41
446,1,VSL-8869,2024-01-07,2024-01-07,6.51,23.34,3,38.59
447,2,VSL-2892,2024-07-31,2024-07-31,5.0,44.03,2,38.96
448,8,VSL-7349,2025-05-16,2025-05-16,2.21,8.96,3,62.66
449,7,VSL-5315,2025-01-15,2025-01-15,2.12,30.82,5,80.95
450,6,VSL-6632,2024-03-05,2024-03-05,1.74,20.21,4,85.92
451,7,VSL-7858,2024-08-26,2024-08-26,2.78,43.08,4,37.74
452,12,VSL-1568,2025-08-18,2025-08-18,2.25,12.21,2,42.25
453,11,VSL-8357,2026-04-04,2026-04-04,3.07,12.57,1,60.87
454,4,VSL-8133,2024-07-18,2024-07-18,3.22,31.53,5,71.67
455,12,VSL-2097,2025-09-02,2025-09-02,0.84,29.8,5,22.41
456,8,VSL-1202,2025-02-12,2025-02-12,3.47,27.49,5,35.38
457,10,VSL-2641,2025-06-20,2025-06-20,1.29,14.92,5,63.9
458,11,VSL-7732,2026-03-16,2026-03-16,0.91,27.83,3,28.78
459,8,VSL-3356,2025-08-13,2025-08-13,0.24,35.92,4,1.0
460,11,VSL-1807,2024-02-11,2024-02-11,4.51,39.2,5,32.6
461,8,VSL-5593,2025-01-21,2025-01-21,1.33,6.35,5,76.48
462,12,VSL-6257,2024-08-23,2024-08-23,1.22,11.2,1,27.36
463,8,VSL-7671,2025-10-24,2025-10-24,2.71,11.33,5,54.8
464,8,VSL-6097,2025-01-22,2025-01-22,0.26,27.55,4,56.11
465,9,VSL-3846,2024-05-24,2024-05-24,0.55,16.14,2,66.41
466,5,VSL-4262,2024-09-15,2024-09-15,6.42,18.35,3,60.15
467,7,VSL-4963,2025-06-04,2025-06-04,5.03,15.77,1,77.64
468,9,VSL-6730,2025-04-02,2025-04-02,4.57,14.55,4,62.97
469,3,VSL-1813,2026-02-11,2026-02-11,0.38,17.66,3,46.66
470,11,VSL-7709,2024-08-15,2024-08-15,1.1,14.76,1,52.93
471,1,VSL-1138,2025-05-04,2025-05-04,1.92,25.66,1,57.37
472,6,VSL-7168,2024-11-13,2024-11-13,1.55,33.92,2,42.13
473,9,VSL-7506,2024-08-13,2024-08-13,1.24,9.97,5,53.82
474,2,VSL-5631,2025-06-08,2025-06-08,0.87,27.75,3,50.93
475,12,VSL-5536,2025-05-10,2025-05-10,0.39,26.7,4,43.84
476,12,VSL-7620,2024-07-15,2024-07-15,0.26,20.8,5,54.38
477,6,VSL-7857,2026-01-17,2026-01-17,3.65,7.97,3,74.18
478,8,VSL-4643,2025-08-28,2025-08-28,0.07,22.77,3,21.17
479,9,VSL-3967,2025-11-19,2025-11-19,4.92,31.81,1,53.51
480,2,VSL-3999,2024-05-12,2024-05-12,2.32,29.38,2,58.17
481,6,VSL-6428,2024-08-16,2024-08-16,2.98,23.12,3,42.74
482,5,VSL-2166,2024-10-30,2024-10-30,2.76,45.24,4,53.49
483,4,VSL-1885,2024-05-03,2024-05-03,0.85,23.25,3,40.4
484,4,VSL-8496,2024-12-22,2024-12-22,0.38,10.94,4,52.56
485,7,VSL-6134,2026-03-18,2026-03-18,2.77,30.7,3,38.82
486,1,VSL-3595,2025-04-08,2025-04-08,2.52,13.06,4,57.54
487,2,VSL-8821,2025-09-22,2025-09-22,2.83,19.19,1,47.38
488,1,VSL-6279,2025-07-04,2025-07-04,1.93,41.6,3,9.3
489,4,VSL-6641,2025-11-26,2025-11-26,1.91,13.2,1,15.98
490,3,VSL-1749,2025-02-13,2025-02-13,1.39,16.63,1,41.87
491,6,VSL-3192,2026-01-16,2026-01-16,1.61,9.32,1,25.4
492,9,VSL-7609,2026-02-11,2026-02-11,8.08,32.05,5,46.45
493,5,VSL-9267,2026-01-15,2026-01-15,0.96,20.49,4,54.88
494,2,VSL-5190,2026-01-01,2026-01-01,1.74,34.23,4,38.72
495,11,VSL-1323,2025-09-09,2025-09-09,0.53,29.14,5,45.55
496,3,VSL-3508,2025-04-07,2025-04-07,3.89,40.03,5,27.06
497,12,VSL-3247,2024-11-05,2024-11-05,0.41,22.1,1,25.45
498,2,VSL-9154,2026-01-07,2026-01-07,3.13,18.98,5,83.2
499,11,VSL-7713,2026-03-19,2026-03-19,2.93,35.79,4,67.96
500,3,VSL-6416,2025-07-16,2025-07-16,0.4,35.27,3,45.87
501,1,VSL-9095,2025-11-19,2025-11-19,3.63,44.1,1,24.97
502,2,VSL-4787,2024-03-22,2024-03-22,0.56,47.87,2,78.88
503,5,VSL-5760,2025-04-21,2025-04-21,1.35,16.56,1,56.85
504,12,VSL-1751,2025-03-17,2025-03-17,2.56,35.94,4,59.14
505,4,VSL-2522,2024-12-06,2024-12-06,1.9,12.08,3,31.11
506,7,VSL-7319,2024-04-27,2024-04-27,0.06,36.88,2,56.46
507,8,VSL-1960,2025-11-02,2025-11-02,0.86,10.1,4,74.98
508,2,VSL-7221,2025-08-28,2025-08-28,5.35,44.9,2,59.83
509,11,VSL-8914,2025-12-02,2025-12-02,2.06,16.2,3,57.5
510,2,VSL-9598,2025-03-28,2025-03-28,8.35,16.12,3,34.85
511,10,VSL-9570,2024-08-19,2024-08-19,0.02,43.78,1,52.56
512,10,VSL-7305,2025-03-20,2025-03-20,0.44,32.45,3,36.38
513,10,VSL-8688,2024-02-29,2024-02-29,0.54,24.77,4,41.08
514,3,VSL-1824,2026-02-09,2026-02-09,1.03,21.75,4,12.21
515,4,VSL-8277,2025-10-21,2025-10-21,0.76,6.64,2,99.45
516,8,VSL-1291,2025-05-26,2025-05-26,0.48,47.75,4,40.08
517,8,VSL-5990,2024-02-09,2024-02-09,0.02,9.02,4,57.44
518,10,VSL-1889,2025-11-02,2025-11-02,0.07,27.59,1,59.58
519,9,VSL-6952,2025-07-28,2025-07-28,0.08,28.53,1,44.73
520,8,VSL-5783,2024-04-21,2024-04-21,0.79,42.86,5,41.93
521,10,VSL-7704,2025-12-20,2025-12-20,0.89,40.43,5,98.04
522,6,VSL-8488,2024-07-22,2024-07-22,2.44,46.72,2,49.55
523,7,VSL-3018,2026-02-16,2026-02-16,1.17,46.1,2,32.47
524,9,VSL-1795,2025-06-01,2025-06-01,2.08,22.07,3,50.75
525,7,VSL-3845,2025-05-10,2025-05-10,1.35,36.67,4,29.97
526,3,VSL-7302,2025-02-03,2025-02-03,4.33,23.05,1,44.38
527,11,VSL-3185,2024-10-11,2024-10-11,5.73,26.09,2,40.13
528,8,VSL-9975,2025-12-18,2025-12-18,2.94,44.12,3,41.1
529,10,VSL-3173,2024-07-27,2024-07-27,0.5,14.44,2,51.19
530,11,VSL-6771,2025-06-02,2025-06-02,2.29,32.55,3,37.06
531,8,VSL-9747,2025-08-13,2025-08-13,3.53,28.74,5,67.9
532,8,VSL-1927,2025-06-20,2025-06-20,2.59,13.14,3,62.7
533,6,VSL-5835,2024-10-25,2024-10-25,1.58,6.43,4,76.35
534,10,VSL-4675,2025-01-03,2025-01-03,2.29,46.76,1,53.95
535,11,VSL-5712,2025-02-04,2025-02-04,0.39,11.74,4,42.61
536,11,VSL-6122,2025-01-26,2025-01-26,1.28,24.75,3,54.09
537,1,VSL-8259,2026-02-01,2026-02-01,1.17,18.2,5,43.59
538,12,VSL-4170,2026-02-23,2026-02-23,0.3,44.76,1,58.48
539,9,VSL-2955,2025-12-01,2025-12-01,0.86,23.1,2,60.46
540,1,VSL-5178,2024-10-15,2024-10-15,1.09,11.37,5,38.53
541,7,VSL-1833,2025-12-29,2025-12-29,0.44,6.54,3,84.55
542,10,VSL-6207,2025-06-02,2025-06-02,1.38,29.28,1,58.73
543,4,VSL-9798,2025-06-28,2025-06-28,0.48,23.77,3,27.44
544,2,VSL-5809,2024-08-17,2024-08-17,2.35,16.89,3,61.29
545,11,VSL-1144,2025-05-02,2025-05-02,0.92,35.57,4,71.82
546,12,VSL-4994,2025-04-05,2025-04-05,1.82,27.26,2,47.79
547,12,VSL-9851,2025-01-26,2025-01-26,4.05,8.96,1,18.76
548,5,VSL-8300,2025-06-16,2025-06-16,1.49,35.39,4,90.03
549,1,VSL-3742,2025-11-04,2025-11-04,0.65,18.08,5,46.55
550,10,VSL-7950,2025-10-05,2025-10-05,1.38,20.32,5,67.67
551,5,VSL-2181,2025-12-27,2025-12-27,1.1,35.02,2,60.66
552,11,VSL-1889,2024-01-27,2024-01-27,0.93,7.15,4,24.92
553,6,VSL-7357,2024-03-16,2024-03-16,0.2,27.24,5,58.03
554,12,VSL-1096,2025-03-26,2025-03-26,5.47,17.99,4,36.29
555,10,VSL-6860,2026-02-14,2026-02-14,0.05,40.18,3,56.48
556,2,VSL-8170,2026-03-17,2026-03-17,2.96,42.58,2,44.17
557,8,VSL-9941,2025-05-06,2025-05-06,1.26,9.18,3,65.43
558,12,VSL-7113,2024-11-02,2024-11-02,0.32,46.34,5,1.0
559,10,VSL-9800,2024-05-26,2024-05-26,3.88,31.48,3,42.75
560,2,VSL-7760,2024-08-13,2024-08-13,0.11,8.8,2,27.61
561,9,VSL-2877,2024-06-14,2024-06-14,0.4,33.67,1,24.11
562,12,VSL-8557,2024-02-29,2024-02-29,7.21,30.33,2,73.22
563,9,VSL-8982,2024-11-03,2024-11-03,3.64,38.17,4,18.88
564,7,VSL-4170,2025-11-19,2025-11-19,0.61,30.49,5,44.55
565,9,VSL-6971,2024-12-03,2024-12-03,2.46,19.53,5,8.1
566,8,VSL-8145,2024-01-10,2024-01-10,1.89,11.43,5,55.08
567,7,VSL-6877,2025-11-27,2025-11-27,3.23,19.05,4,62.98
568,9,VSL-3293,2024-04-24,2024-04-24,0.73,36.64,3,22.16
569,4,VSL-1305,2026-01-22,2026-01-22,3.07,36.66,5,43.57
570,12,VSL-1600,2025-08-23,2025-08-23,0.81,44.66,3,91.53
571,5,VSL-4658,2025-07-10,2025-07-10,1.81,21.1,3,70.61
572,5,VSL-1173,2025-04-21,2025-04-21,0.85,9.31,1,54.78
573,4,VSL-3935,2025-12-02,2025-12-02,0.37,33.45,3,48.57
574,11,VSL-8989,2026-01-25,2026-01-25,0.76,16.83,3,49.26
575,2,VSL-6918,2025-01-21,2025-01-21,0.01,41.44,1,64.65
576,9,VSL-9542,2024-02-18,2024-02-18,0.63,18.9,2,48.39
577,5,VSL-6985,2025-08-17,2025-08-17,10.22,26.1,3,68.33
578,12,VSL-7649,2025-06-14,2025-06-14,1.54,8.48,5,56.93
579,7,VSL-3276,2026-03-24,2026-03-24,1.42,23.88,1,91.77
580,3,VSL-3578,2024-03-20,2024-03-20,4.08,27.96,2,47.21
581,11,VSL-8889,2025-11-08,2025-11-08,4.07,37.7,5,72.16
582,8,VSL-4992,2024-08-04,2024-08-04,0.03,46.87,2,29.2
583,4,VSL-3406,2025-09-01,2025-09-01,0.15,7.47,4,37.52
584,4,VSL-1305,2024-07-09,2024-07-09,0.74,23.82,5,88.28
585,11,VSL-8891,2024-03-31,2024-03-31,0.51,26.88,2,49.38
586,5,VSL-9369,2025-09-09,2025-09-09,6.88,29.33,4,90.07
587,3,VSL-3166,2025-04-15,2025-04-15,0.24,44.3,5,41.02
588,1,VSL-3450,2025-06-27,2025-06-27,0.23,25.21,4,51.35
589,2,VSL-9706,2025-05-05,2025-05-05,1.24,36.58,4,28.47
590,2,VSL-1019,2025-05-09,2025-05-09,2.28,31.89,2,63.37
591,12,VSL-8028,2025-06-21,2025-06-21,2.02,37.94,2,56.05
592,9,VSL-2600,2025-01-15,2025-01-15,0.38,47.01,2,34.91
593,3,VSL-9908,2025-05-04,2025-05-04,1.58,36.3,2,48.72
594,5,VSL-2930,2024-01-12,2024-01-12,1.73,42.77,2,56.58
595,1,VSL-2746,2025-11-05,2025-11-05,1.77,10.02,3,82.27
596,8,VSL-5514,2024-09-22,2024-09-22,4.14,10.3,1,59.07
597,7,VSL-8925,2025-02-28,2025-02-28,1.47,14.48,5,73.79
598,6,VSL-2951,2024-12-22,2024-12-22,0.26,11.13,4,25.45
599,4,VSL-7562,2026-03-16,2026-03-16,4.02,20.52,3,44.05
600,10,VSL-1086,2025-12-19,2025-12-19,0.87,34.78,3,77.51
601,4,VSL-2311,2025-09-07,2025-09-07,3.56,40.42,5,46.54
602,1,VSL-1941,2025-02-15,2025-02-15,2.09,36.15,2,50.31
603,12,VSL-9489,2025-03-26,2025-03-26,1.91,40.94,4,81.89
604,4,VSL-3776,2026-03-14,2026-03-14,0.85,16.0,2,33.06
605,1,VSL-5520,2024-09-02,2024-09-02,0.44,31.35,5,24.14
606,6,VSL-2124,2025-02-20,2025-02-20,0.54,11.46,1,37.98
607,10,VSL-5530,2026-01-15,2026-01-15,6.68,21.88,1,71.79
608,11,VSL-7670,2025-04-11,2025-04-11,4.49,35.59,1,80.68
609,2,VSL-9409,2024-03-16,2024-03-16,0.86,11.97,2,51.18
610,10,VSL-4985,2024-09-14,2024-09-14,3.68,43.45,4,72.52
611,9,VSL-7269,2025-08-24,2025-08-24,0.4,32.4,3,26.87
612,4,VSL-1159,2026-03-31,2026-03-31,1.66,44.99,2,19.34
613,5,VSL-2245,2024-10-23,2024-10-23,2.09,17.37,3,96.57
614,3,VSL-4115,2024-11-22,2024-11-22,2.52,28.18,1,64.5
615,4,VSL-5091,2026-01-26,2026-01-26,0.85,31.52,1,65.18
616,6,VSL-9071,2026-03-09,2026-03-09,6.56,40.33,2,55.62
617,1,VSL-5501,2024-02-20,2024-02-20,2.71,9.21,1,34.92
618,3,VSL-9613,2024-10-14,2024-10-14,0.26,31.72,2,44.39
619,9,VSL-3863,2024-02-04,2024-02-04,0.06,32.99,2,30.23
620,2,VSL-7216,2025-04-20,2025-04-20,0.72,12.76,3,27.93
621,2,VSL-4885,2025-01-07,2025-01-07,0.09,14.88,4,68.37
622,9,VSL-7099,2024-12-20,2024-12-20,2.38,24.88,5,18.59
623,8,VSL-4744,2025-04-07,2025-04-07,0.07,8.9,2,30.35
624,6,VSL-3450,2025-07-23,2025-07-23,1.75,41.16,1,45.51
625,1,VSL-9470,2025-03-10,2025-03-10,1.81,22.17,3,52.11
626,6,VSL-2621,2024-11-04,2024-11-04,1.15,22.8,4,23.32
627,3,VSL-8370,2024-08-10,2024-08-10,4.54,12.41,4,77.95
628,6,VSL-6638,2025-01-06,2025-01-06,0.96,18.95,3,48.5
629,8,VSL-9821,2024-12-28,2024-12-28,1.78,35.07,5,52.45
630,6,VSL-2284,2024-12-03,2024-12-03,1.46,47.64,3,60.87
631,11,VSL-6527,2025-04-25,2025-04-25,0.59,6.78,2,35.96
632,12,VSL-6629,2025-08-10,2025-08-10,2.57,16.28,5,36.74
633,7,VSL-5444,2025-10-31,2025-10-31,7.06,39.75,1,25.12
634,6,VSL-1378,2025-06-21,2025-06-21,1.97,35.58,4,36.14
635,5,VSL-2687,2026-02-01,2026-02-01,3.22,34.75,1,44.1
636,3,VSL-2363,2025-07-18,2025-07-18,0.75,27.27,5,74.95
637,6,VSL-4757,2024-06-09,2024-06-09,0.75,35.51,1,33.29
638,6,VSL-1575,2025-10-05,2025-10-05,0.02,22.2,4,92.9
639,6,VSL-9987,2025-05-03,2025-05-03,0.35,45.87,2,62.68
640,3,VSL-8126,2024-07-01,2024-07-01,2.54,27.14,5,58.28
641,12,VSL-2467,2024-11-14,2024-11-14,0.55,6.81,2,74.49
642,5,VSL-3233,2025-02-28,2025-02-28,2.82,26.85,3,82.47
643,5,VSL-8816,2025-07-02,2025-07-02,0.19,30.15,5,79.19
644,1,VSL-7121,2026-04-10,2026-04-10,0.08,24.19,4,16.29
645,8,VSL-7385,2025-03-24,2025-03-24,1.16,42.27,5,33.93
646,4,VSL-5454,2024-03-23,2024-03-23,8.74,12.05,1,82.78
647,12,VSL-5744,2024-10-05,2024-10-05,2.42,42.61,2,61.38
648,12,VSL-6253,2025-09-25,2025-09-25,1.12,19.72,4,82.57
649,4,VSL-3048,2025-07-02,2025-07-02,0.04,29.67,3,38.37
650,8,VSL-7885,2024-08-27,2024-08-27,0.4,9.12,3,29.7
651,9,VSL-3393,2025-04-20,2025-04-20,0.01,46.36,4,50.68
652,6,VSL-5097,2024-03-15,2024-03-15,3.9,46.42,2,34.6
653,1,VSL-5049,2026-02-26,2026-02-26,5.69,32.26,1,70.62
654,1,VSL-4415,2025-04-18,2025-04-18,1.86,41.58,3,52.17
655,7,VSL-9534,2024-11-27,2024-11-27,5.86,30.75,2,74.55
656,6,VSL-4568,2025-10-30,2025-10-30,0.26,11.53,4,25.81
657,5,VSL-7484,2024-12-01,2024-12-01,2.16,9.39,4,83.45
658,1,VSL-7084,2025-08-19,2025-08-19,1.89,46.48,5,58.38
659,5,VSL-1983,2025-05-27,2025-05-27,0.01,13.8,2,61.17
660,7,VSL-6189,2025-12-22,2025-12-22,5.78,26.53,3,51.52
661,12,VSL-3207,2025-03-26,2025-03-26,0.68,16.45,4,31.7
662,1,VSL-4109,2025-12-25,2025-12-25,3.99,24.04,3,51.63
663,3,VSL-3627,2024-12-26,2024-12-26,2.02,19.02,3,76.28
664,10,VSL-1011,2025-04-12,2025-04-12,1.57,39.43,2,25.71
665,9,VSL-4912,2026-01-22,2026-01-22,0.83,22.71,3,28.15
666,2,VSL-3525,2025-02-07,2025-02-07,1.17,31.15,1,43.67
667,5,VSL-2092,2025-02-25,2025-02-25,0.73,24.72,1,51.5
668,4,VSL-7366,2024-02-04,2024-02-04,1.59,20.89,3,74.54
669,8,VSL-2161,2025-10-01,2025-10-01,0.01,17.34,2,39.45
670,5,VSL-7814,2024-03-27,2024-03-27,3.38,17.91,1,57.23
671,1,VSL-2276,2024-10-03,2024-10-03,3.46,23.18,1,28.59
672,10,VSL-9621,2024-04-14,2024-04-14,4.02,21.77,3,32.21
673,4,VSL-2728,2025-10-10,2025-10-10,0.69,15.98,1,13.28
674,10,VSL-3733,2025-11-22,2025-11-22,0.72,14.33,1,60.16
675,10,VSL-8258,2025-06-02,2025-06-02,2.78,47.24,5,66.73
676,7,VSL-6299,2024-12-12,2024-12-12,1.01,20.0,1,50.63
677,4,VSL-5162,2025-07-17,2025-07-17,2.03,24.08,3,51.64
678,9,VSL-1267,2025-02-16,2025-02-16,0.1,20.46,4,48.02
679,3,VSL-1355,2024-01-13,2024-01-13,3.22,8.88,5,61.37
680,5,VSL-1618,2025-06-08,2025-06-08,0.6,46.94,2,61.99
681,6,VSL-5198,2024-05-22,2024-05-22,0.67,41.76,2,60.73
682,2,VSL-6319,2025-02-14,2025-02-14,4.59,34.64,2,32.03
683,3,VSL-5921,2025-12-18,2025-12-18,1.29,46.13,1,71.72
684,11,VSL-8115,2024-03-22,2024-03-22,6.62,32.72,3,59.49
685,2,VSL-7266,2026-02-09,2026-02-09,2.74,42.99,5,49.5
686,6,VSL-4617,2024-02-14,2024-02-14,0.23,29.74,3,66.36
687,1,VSL-8076,2025-04-05,2025-04-05,3.98,44.35,2,50.21
688,8,VSL-9980,2024-05-16,2024-05-16,15.86,36.78,3,23.76
689,5,VSL-3209,2025-02-13,2025-02-13,0.47,32.64,4,37.81
690,10,VSL-9589,2025-05-15,2025-05-15,9.12,30.68,1,46.26
691,5,VSL-2467,2024-09-30,2024-09-30,0.97,17.4,3,51.13
692,12,VSL-1396,2025-03-10,2025-03-10,0.86,36.91,2,60.59
693,3,VSL-8216,2025-09-24,2025-09-24,0.47,32.92,1,1.0
694,5,VSL-2841,2025-12-03,2025-12-03,1.97,17.09,2,55.87
695,1,VSL-1225,2025-09-28,2025-09-28,1.4,42.39,5,80.62
696,2,VSL-4471,2025-04-06,2025-04-06,3.17,30.62,4,74.38
697,10,VSL-3315,2026-02-11,2026-02-11,2.2,7.47,1,36.23
698,11,VSL-3790,2025-02-04,2025-02-04,0.19,21.74,5,48.75
699,6,VSL-1136,2026-03-20,2026-03-20,0.97,18.51,2,38.73
700,8,VSL-1312,2025-11-10,2025-11-10,2.1,31.49,5,41.78
701,12,VSL-6168,2024-08-25,2024-08-25,2.31,15.7,4,42.24
702,11,VSL-1352,2024-04-02,2024-04-02,0.01,46.62,1,53.41
703,5,VSL-6681,2024-11-25,2024-11-25,2.96,25.19,2,58.74
704,6,VSL-5519,2025-10-03,2025-10-03,0.09,14.36,3,73.81
705,12,VSL-5590,2025-02-02,2025-02-02,0.11,26.04,4,29.12
706,3,VSL-4726,2025-02-12,2025-02-12,0.49,28.62,2,45.82
707,4,VSL-8359,2024-06-06,2024-06-06,0.13,35.85,2,39.86
708,3,VSL-3262,2025-10-31,2025-10-31,0.21,19.0,1,26.58
709,10,VSL-3589,2025-03-19,2025-03-19,2.07,10.52,2,38.47
710,2,VSL-3384,2025-06-30,2025-06-30,7.68,14.03,5,1.0
711,1,VSL-5485,2025-02-28,2025-02-28,0.07,34.08,4,39.08
712,5,VSL-5372,2024-05-16,2024-05-16,0.96,46.63,2,57.84
